Gene	Chromosome	Start	End	x	y	z
YJL190C	10	74908	75301	40.447	45.008	81.310
YJL189W	10	75931	76473	40.470	44.860	80.698
YJL188C	10	76200	76509	40.468	44.851	80.628
YJL187C	10	76801	79261	40.384	44.876	80.025
YJL186W	10	80152	81913	39.910	45.612	79.857
YJL185C	10	82092	82974	39.518	46.312	80.210
YJL184W	10	83445	83817	39.165	46.964	80.653
YJL183W	10	84065	85334	38.833	47.666	81.159
YJL182C	10	85432	85750	38.634	48.254	81.558
YJL181W	10	85657	87493	38.501	48.901	81.969
YJL180C	10	87580	88558	38.470	49.881	82.534
YJL179W	10	88784	89114	38.550	50.457	82.834
YJL178C	10	89279	90095	38.673	50.940	83.065
YJL177W	10	90783	91655	39.091	51.939	83.490
YJL176C	10	92050	94528	40.003	53.285	83.945
YJL175W	10	94046	94559	40.583	53.943	84.118
YJL174W	10	95089	95920	41.258	54.746	84.278
YJL173C	10	96158	96527	41.696	55.322	84.360
YJL172W	10	97730	99461	42.751	56.940	84.466
YJL171C	10	99697	100491	43.350	58.072	84.442
YJL170C	10	101143	101773	43.824	59.142	84.355
YJL169W	10	102092	102461	44.076	59.801	84.272
YJL168C	10	102220	104422	44.364	60.661	84.134
YJL167W	10	105007	106066	44.908	62.525	83.769
YJL166W	10	106427	106712	45.193	63.384	83.611
YJL165C	10	106887	109455	45.688	64.695	83.388
YJL164C	10	109959	111153	46.540	66.605	83.106
YJL163C	10	111661	113329	47.335	68.120	82.922
YJL162C	10	113873	115625	48.351	69.830	82.762
YJL161W	10	117240	117783	48.979	71.525	82.777
YJL160C	10	117957	118821	48.974	71.946	82.841
YJL159W	10	120444	121686	48.337	72.871	83.213
YJL158C	10	122260	122944	47.552	73.162	83.548
YJL157C	10	123831	126324	45.704	73.302	84.246
YJL156W	10	126599	126821	44.534	73.511	84.623
YJL156C	10	126848	128948	43.817	73.805	84.809
YJL155C	10	129280	130639	42.849	74.602	84.949
YJL154C	10	131096	133931	42.131	76.094	84.805
YJL153C	10	134327	135929	41.948	78.166	84.311
YJL152W	10	136169	136529	42.065	79.088	84.069
YJL151C	10	136367	136769	42.097	79.242	84.030
YJL150W	10	137118	137421	42.240	79.696	83.916
YJL149W	10	137374	139366	42.549	80.323	83.764
snR128	10	139561	139687	43.030	80.906	83.632
snR190	10	139756	139946	43.135	80.994	83.614
YJL148W	10	140432	141134	43.604	81.316	83.552
YJL147C	10	141414	142563	44.326	81.615	83.508
YJL146W	10	143287	144697	45.812	81.824	83.530
YJL145W	10	145155	146040	47.221	81.769	83.610
YJL144W	10	146354	146669	48.036	81.719	83.643
YJL143W	10	147096	147573	48.770	81.671	83.662
YJL142C	10	147814	148207	49.372	81.629	83.668
YJL141C	10	147962	150386	50.407	81.551	83.661
YJL140W	10	150956	151622	52.286	81.394	83.591
YJL139C	10	151708	152995	53.227	81.306	83.527
YJL138C	10	153499	154687	54.770	81.151	83.381
YJL137C	10	154980	156123	56.031	81.012	83.203
YJL136W	10	156164	156248	56.545	80.949	83.080
YJL136C	10	156545	157269	57.049	80.881	82.912
YJL135W	10	157872	158190	57.752	80.772	82.561
YJL134W	10	158183	159413	58.164	80.698	82.267
YJL133C	10	159618	159843	58.585	80.608	81.849
YJL133W	10	160614	161559	59.048	80.476	81.124
YJL132W	10	161909	164162	59.400	80.287	79.836
YJL131C	10	164273	165344	59.397	80.114	78.411
YJL130C	10	165718	172363	58.615	80.343	75.221
YJL129C	10	173594	177302	56.020	83.338	72.667
YJL128C	10	178092	180099	54.644	84.780	71.725
YJL127W	10	180189	180306	54.402	84.845	71.357
YJL127C	10	181547	181706	54.238	84.672	70.868
YJL127C	10	182294	184217	54.213	84.126	70.228
YJL126W	10	184497	185421	54.389	83.145	69.484
YJL125C	10	185524	186676	54.616	82.323	68.979
YJL124C	10	187123	187642	54.958	81.439	68.515
YJL123C	10	188001	189438	55.417	80.581	68.162
YJL122W	10	189713	190241	55.940	79.832	67.950
YJL121C	10	190371	191088	56.298	79.411	67.879
YJL120W	10	191019	191343	56.528	79.169	67.857
YJL119C	10	191569	191893	56.823	78.884	67.850
YJL118W	10	191636	192296	56.953	78.764	67.853
YJL117W	10	192528	193464	57.566	78.268	67.917
YJL116C	10	193857	194871	58.473	77.669	68.124
YJL115W	10	196283	197123	60.226	76.792	68.752
YJL114W	10	197911	199156	61.623	76.210	69.337
YJL113W	10	197911	203324	63.213	75.655	70.075
YJL112W	10	205299	207444	67.574	74.693	72.476
YJL111W	10	207871	209524	69.044	74.309	73.123
YJL110C	10	209916	211572	70.036	73.840	73.266
YJL109C	10	211994	217304	71.150	72.609	72.436
YJL108C	10	217699	218851	71.199	71.334	70.730
YJL107C	10	218847	220011	70.973	71.063	70.213
YJL106W	10	221384	223322	69.874	70.699	69.008
YJL105W	10	225049	226732	67.526	70.883	67.753
YJL104W	10	227321	227771	66.157	71.133	67.260
snR37	10	228088	228474	65.544	71.246	67.067
YJL103C	10	229019	230876	64.144	71.505	66.690
YJL102W	10	231295	233755	61.945	71.916	66.274
YJL101C	10	234314	236351	59.508	72.376	66.050
YJL100W	10	237257	239081	57.078	72.963	65.983
YJL099W	10	239408	241649	55.230	73.747	65.890
YJL098W	10	242076	245253	53.026	75.220	65.705
YJL097W	10	245585	246239	51.625	76.580	65.527
YJL096W	10	246484	246970	51.166	77.121	65.450
YJL095W	10	247248	251685	50.246	78.748	65.018
YJL094C	10	251814	254436	50.529	80.412	64.020
YJL093C	10	254730	256806	51.812	81.251	62.998
YJL092W	10	257416	260941	54.040	81.697	61.479
YJL091C	10	261073	262546	55.283	81.331	60.360
YJL090C	10	262750	265045	55.956	80.594	59.509
YJL089W	10	265919	268409	56.482	78.682	58.255
YJL088W	10	268792	269809	56.942	77.399	57.665
YJL087C	10	269995	272479	57.652	76.429	57.371
YJL086C	10	272471	272840	58.348	75.835	57.299
YJL085W	10	272820	274692	58.994	75.443	57.331
YJL084C	10	274855	277996	60.932	74.740	57.710
YJL083W	10	278834	280649	62.956	74.170	58.220
YJL082W	10	281178	283374	63.299	73.812	58.173
YJL081C	10	283795	285265	62.719	73.551	57.811
YJL080C	10	285551	289220	60.855	73.297	56.936
YJL079C	10	289868	290768	59.433	73.256	55.987
YJL078C	10	291329	293975	59.309	73.427	55.352
YJL077W	10	294040	294139	59.672	73.621	55.013
YJL077C	10	294659	295055	60.004	73.752	54.849
YJL077W	10	294792	294879	59.993	73.748	54.853
YJL076W	10	295238	298808	61.458	74.227	54.446
YJL075C	10	298453	298870	62.652	74.559	54.119
YJL074C	10	299150	302843	63.752	74.764	53.473
YJL073W	10	303174	305112	64.099	74.531	52.260
YJL072C	10	305214	305856	63.838	74.243	51.599
YJL071W	10	306125	307850	63.294	73.821	50.828
YJL070C	10	307964	310631	62.427	73.133	49.700
YJL069C	10	310915	312700	62.134	72.636	48.920
YJL068C	10	313009	313909	62.316	72.454	48.664
YJL067W	10	314077	314428	62.504	72.405	48.611
YJL066C	10	314107	314866	62.577	72.397	48.607
YJL065C	10	315047	315551	62.864	72.383	48.616
YJL064W	10	315168	315564	62.892	72.384	48.620
YJL063C	10	315752	316469	63.225	72.399	48.677
YJL062W	10	316716	316974	63.611	72.436	48.772
YJL062W	10	317277	319770	64.522	72.544	49.046
YJL061W	10	320009	322151	65.209	72.525	49.210
YJL060W	10	323379	324714	64.878	72.199	48.985
YJL059W	10	324957	326184	64.236	71.906	48.696
YJL058C	10	326235	327867	63.306	71.540	48.302
YJL057C	10	328111	330115	61.935	71.012	47.694
YJL056C	10	330424	333067	61.159	70.608	47.132
YJL055W	10	333350	334088	61.321	70.512	46.878
YJL054W	10	334258	335695	61.754	70.541	46.791
YJL053W	10	335891	337031	62.603	70.672	46.763
YJL052C	10	337877	337997	63.788	70.899	46.810
YJL052W	10	338264	339263	64.490	71.075	46.833
YJL051W	10	339780	342249	66.275	71.732	46.796
YJL050W	10	342515	345737	68.433	73.074	46.503
YJL049W	10	345966	347319	69.916	74.530	46.061
YJL048C	10	347440	348631	70.640	75.469	45.741
YJL047C	10	349037	349172	71.210	76.164	45.510
snR60	10	349123	349227	71.249	76.209	45.496
YJL047C	10	349573	352102	72.223	77.140	45.222
YJL046W	10	352379	353609	73.648	78.086	45.013
YJL045W	10	356017	357922	76.731	79.070	45.057
YJL044C	10	358293	359670	78.498	79.223	45.268
YJL043W	10	360123	360897	79.856	79.299	45.428
YJL042W	10	361242	365439	82.374	79.393	45.691
YJL041W	10	365777	368367	85.703	79.424	45.974
YJL039C	10	368741	373793	88.993	79.424	45.744
YJL038C	10	375108	375768	90.763	79.592	43.923
YJL037W	10	376655	377330	91.029	79.700	42.828
YJL036W	10	378818	380090	91.115	79.957	40.739
YJL035C	10	380242	380995	91.192	80.180	39.791
YJL034W	10	381320	383369	91.406	80.652	38.493
YJL033W	10	383830	386143	91.962	81.699	36.753
YJL032W	10	386341	386656	92.404	82.476	35.890
YJL031C	10	386361	387432	92.534	82.701	35.679
YJL030W	10	387650	388241	92.912	83.338	35.156
YJL029C	10	388378	390847	93.527	84.384	34.353
YJL028W	10	391304	391640	94.065	85.373	33.329
YJL027C	10	391826	392243	94.194	85.630	32.989
YJL026W	10	392397	393597	94.379	86.028	32.379
YJL026C	10	393059	393281	94.406	86.093	32.264
YJL025W	10	393960	395505	94.596	86.606	31.178
YJL024C	10	395924	396586	94.665	86.967	30.019
YJL023C	10	397348	398392	94.615	87.199	28.684
YJL022W	10	398102	398411	94.583	87.231	28.349
YJL020C	10	398930	402404	94.275	87.466	26.258
YJL020W	10	400974	401232	94.203	87.531	25.892
YJL019W	10	402890	404939	93.611	88.133	23.631
YJL016W	10	405581	407267	92.905	88.932	21.754
YJL015C	10	407135	407510	92.611	89.277	21.114
YJL014W	10	407550	409155	92.248	89.713	20.401
YJL013C	10	409485	411033	91.667	90.551	19.266
YJL012C	10	411226	413392	91.454	91.369	18.524
YJL011C	10	414277	414763	91.713	92.150	18.288
YJL010C	10	417554	419555	93.487	93.304	19.360
YJL009W	10	419847	420174	94.461	93.642	20.108
YJL008C	10	419949	421656	94.990	93.814	20.488
YJL007C	10	422690	423005	96.339	94.221	21.359
YJL006C	10	423130	424102	96.841	94.360	21.645
YJL005W	10	425149	431230	99.758	95.035	22.892
YJL004C	10	431581	432193	101.501	95.164	23.389
YJL003W	10	432636	432993	101.668	95.059	23.462
YJL002C	10	433213	434644	101.724	94.861	23.523
YJL001W	10	435155	435919	101.520	94.431	23.562
YJR001W	10	436794	438603	100.712	93.585	23.517
YJR002W	10	438856	440638	99.415	92.518	23.375
YJR003C	10	440985	442545	98.000	91.434	23.136
YJR004C	10	442900	444853	96.518	90.348	22.782
YJR005W	10	445914	448017	94.341	88.844	22.071
YJR005C	10	448468	448750	93.179	88.087	21.599
YJR006W	10	449193	450657	92.247	87.498	21.186
YJR007W	10	451011	451926	91.148	86.798	20.745
YJR008W	10	452421	453438	90.101	86.122	20.386
YJR009C	10	453674	454673	89.205	85.537	20.125
YJR010W	10	456230	457766	87.154	84.172	19.682
YJR010C	10	458068	458353	86.267	83.571	19.556
YJR011C	10	458632	459418	85.668	83.162	19.494
YJR012C	10	459786	460410	84.878	82.617	19.436
YJR013W	10	460373	461585	84.235	82.165	19.405
YJR014W	10	461820	462417	83.409	81.573	19.388
YJR015W	10	462712	464245	82.432	80.856	19.398
YJR016C	10	464442	466200	81.126	79.866	19.468
YJR017C	10	466512	467025	80.113	79.074	19.566
YJR018W	10	466777	467140	79.981	78.968	19.582
YJR019C	10	467223	468273	79.435	78.530	19.655
YJR020W	10	467992	468325	79.152	78.300	19.698
YJR021C	10	468546	469571	78.536	77.794	19.802
YJR022W	10	469775	470105	77.941	77.296	19.924
YJR023C	10	469795	470197	77.904	77.265	19.932
YJR024C	10	470221	470956	77.524	76.942	20.041
YJR025C	10	471129	471663	77.041	76.523	20.233
YJR026W	10	472751	474074	75.989	75.574	20.912
YJR027W	10	472751	478020	75.181	74.784	21.858
YJR029W	10	478335	483604	74.089	73.272	25.976
YJR028W	10	478335	479658	74.265	73.690	24.315
YJR030C	10	483950	486188	74.662	72.645	29.168
YJR031C	10	486577	490804	76.234	72.350	31.627
YJR032W	10	491072	492254	78.138	72.307	33.438
YJR033C	10	492369	496443	79.889	72.487	35.109
YJR034W	10	496674	497001	81.388	72.831	36.607
YJR035W	10	497346	500604	82.667	73.274	37.937
YJR036C	10	500704	503383	84.220	73.921	39.667
YJR037W	10	503093	503477	84.561	73.986	40.129
YJR038C	10	503701	504064	84.663	73.973	40.298
YJR039W	10	503927	507293	84.728	73.772	40.597
YJR040W	10	507737	510077	83.884	72.700	40.357
YJR041C	10	510230	513755	82.170	70.990	39.403
YJR042W	10	514046	516281	80.423	68.981	38.688
YJR043C	10	516452	517505	79.483	67.741	38.456
YJR044C	10	518754	519177	78.504	66.311	38.349
YJR045C	10	519629	521594	77.729	65.069	38.373
YJR046W	10	522039	523854	76.589	63.349	38.359
YJR047C	10	524899	525373	75.428	61.844	38.186
YJR048W	10	526326	526656	74.665	60.964	38.003
YJR049C	10	526875	528468	73.974	60.231	37.795
YJR050W	10	528688	529396	73.138	59.415	37.498
YJR051W	10	529852	531358	72.144	58.538	37.089
YJR052W	10	532053	533751	70.746	57.543	36.633
YJR053W	10	534018	535743	69.681	57.073	36.534
YJR054W	10	536047	537541	68.772	56.959	36.697
YJR055W	10	538763	539258	67.869	57.245	37.203
YJR056C	10	541783	542494	66.902	58.304	38.459
YJR057W	10	544053	544704	66.565	59.121	39.601
YJR058C	10	544723	545167	66.531	59.323	39.917
YJR059W	10	545778	548235	66.578	60.040	41.160
YJR060W	10	548750	549806	66.943	60.801	42.698
YJR061W	10	550502	553310	67.757	61.614	44.621
YJR062C	10	553467	554841	68.635	62.094	45.872
YJR063W	10	555186	555564	69.167	62.257	46.351
YJR064W	10	555905	557594	69.812	62.356	46.715
YJR065C	10	557800	559150	70.691	62.356	46.921
YJR066W	10	559407	566820	73.358	61.885	46.479
YJR067C	10	567010	567436	75.637	62.055	47.140
YJR068W	10	567634	568696	76.136	62.205	47.497
YJR069C	10	568797	569391	76.619	62.394	47.922
YJR070C	10	569612	570590	77.131	62.645	48.469
YJR071W	10	570396	570765	77.372	62.782	48.761
YJR072C	10	570958	572116	77.835	63.073	49.389
YJR073C	10	572306	572927	78.251	63.328	50.063
YJR074W	10	573086	573743	78.470	63.447	50.522
YJR075W	10	573972	575163	78.663	63.523	51.128
YJR076C	10	575345	576593	78.691	63.453	51.769
YJR077C	10	577246	578182	78.418	63.126	52.426
YJR078W	10	578851	580213	77.756	62.489	52.938
YJR079W	10	580196	581231	77.129	61.922	53.180
YJR080C	10	580423	581608	76.940	61.754	53.229
YJR082C	10	581905	582247	76.289	61.172	53.398
YJR083C	10	582599	583529	75.799	60.711	53.588
YJR084W	10	583724	584996	75.344	60.240	53.891
YJR085C	10	585111	585429	75.157	60.002	54.141
YJR086W	10	586059	586392	75.076	59.833	54.438
YJR087W	10	586391	586742	75.076	59.793	54.552
YJR088C	10	586486	587365	75.089	59.761	54.675
YJR089W	10	587709	590574	75.554	59.831	55.550
YJR090C	10	590863	594319	77.446	60.760	57.245
YJR091C	10	595052	598328	80.113	62.142	59.360
YJR092W	10	598726	603070	82.874	63.547	61.509
YJR093C	10	603211	604195	84.438	64.452	62.681
YJR094C	10	604560	605643	84.864	64.868	62.957
YJR094W	10	608296	608850	84.852	65.803	62.703
YJR095W	10	609764	610733	84.305	66.202	62.108
YJR096W	10	611186	612035	83.596	66.502	61.392
YJR097W	10	612404	612923	82.974	66.735	60.813
YJR098C	10	613177	615145	82.191	67.110	60.240
YJR099W	10	615564	616275	81.439	67.615	59.960
YJR100C	10	616339	617323	81.117	67.905	59.978
YJR101W	10	618222	619023	80.629	68.533	60.353
YJR102C	10	619145	619754	80.466	68.848	60.672
YJR103W	10	620742	622437	80.227	69.737	61.935
YJR104C	10	622537	623002	80.215	70.235	62.828
YJR105W	10	623568	624591	80.322	70.685	63.785
YJR106W	10	624825	627003	80.684	71.124	65.043
YJR107W	10	627328	628315	81.328	71.337	66.244
YJR108W	10	628701	629073	81.805	71.351	66.870
YJR109C	10	629574	632931	83.165	71.110	68.137
YJR110W	10	633604	635671	85.103	70.254	69.519
YJR111C	10	635844	636696	85.496	69.731	69.892
YJR112W	10	637019	637625	85.552	69.358	70.030
YJR112W	10	637779	638158	85.510	69.115	70.074
YJR113C	10	638221	638965	85.415	68.871	70.089
YJR114W	10	638648	639041	85.358	68.769	70.085
YJR115W	10	639931	640441	84.922	68.203	69.996
YJR116W	10	640814	641654	84.402	67.728	69.834
YJR117W	10	641996	643358	83.472	67.042	69.492
YJR118C	10	643479	644091	82.868	66.597	69.234
YJR119C	10	644293	646480	82.319	66.137	68.920
YJR120W	10	647115	647466	82.160	65.869	68.639
YJR121W	10	647596	649132	82.314	65.855	68.526
YJR122W	10	649765	651259	83.138	66.117	68.395
YJR123W	10	651890	652568	84.290	66.606	68.383
YJR124C	10	652881	654228	85.350	67.074	68.459
YJR125C	10	654726	655953	86.715	67.655	68.737
YJR126C	10	656243	658679	88.233	68.261	69.337
YJR127C	10	658906	663049	90.501	69.068	70.974
YJR128W	10	662910	663270	91.694	69.425	72.316
snR3	10	663738	663932	92.019	69.501	72.758
YJR129C	10	663989	665009	92.253	69.543	73.116
YJR130C	10	665207	667127	92.582	69.523	73.839
YJR131W	10	667633	669283	92.452	69.217	74.445
YJR132W	10	669511	672658	91.477	68.467	74.588
YJR133W	10	672980	673610	90.001	67.524	74.253
YJR134C	10	673718	675842	88.958	66.889	73.853
YJR135C	10	676048	676768	87.888	66.259	73.275
YJR135W	10	676960	677224	87.461	66.015	72.989
YJR136C	10	677430	678696	86.878	65.689	72.539
YJR137C	10	678946	683275	85.226	64.828	70.792
YJR138W	10	684556	689311	83.152	63.073	67.117
YJR139C	10	689434	690514	82.964	61.347	66.063
YJR140C	10	690739	695686	83.451	58.854	65.665
YJR140W	10	690950	691100	83.046	60.609	65.852
YJR141W	10	695895	696939	83.700	56.564	65.937
YJR142W	10	697130	698159	83.546	55.903	66.206
YJR143C	10	698315	700604	83.069	55.143	66.767
YJR144W	10	700871	701681	82.288	54.644	67.527
YJR145C	10	702016	703058	81.572	54.449	68.170
YJR146W	10	703874	704228	80.597	54.311	69.028
YJR147W	10	704185	705262	80.209	54.206	69.396
YJR148W	10	705733	706864	79.439	53.826	70.212
YJR149W	10	707149	708364	78.901	53.307	70.908
YJR150C	10	708800	709697	78.525	52.606	71.561
YJR151C	10	712244	715730	78.464	49.297	73.211
YJR151W	10	717569	717620	78.513	46.872	73.318
YJR152W	10	719655	721287	78.142	45.524	72.372
YJR153W	10	722804	723890	77.407	44.699	70.510
YJR154W	10	725773	726814	76.367	44.259	68.162
YJR155W	10	727394	728261	75.747	44.136	66.977
YJR156C	10	728563	729586	75.204	44.087	66.034
YJR157W	10	730504	730867	74.450	44.096	64.843
YJR158W	10	732429	734133	73.113	44.277	62.986
YJR159W	10	736033	737107	71.306	44.425	60.745
YJR160C	10	737997	739806	70.030	44.188	59.234
YJR161C	10	742837	743989	67.571	42.919	56.492
YJR162C	10	744900	745251	65.785	41.554	54.593
YKL225W	11	451	799	122.707	15.192	60.525
YKL224C	11	1810	2182	123.714	14.569	59.051
YKL223W	11	2389	2722	121.467	15.959	62.344
YKL222C	11	3503	5621	120.499	16.595	63.590
YKL221W	11	6107	7529	119.378	17.422	64.630
YKL220C	11	9804	11227	117.466	19.028	65.512
YKL219W	11	14484	15708	114.944	21.362	65.511
YKL218C	11	17358	18339	113.284	22.712	65.745
YKL217W	11	22233	24084	109.749	25.106	67.060
YKL216W	11	25215	26160	108.233	26.347	67.888
YKL215C	11	26827	30688	106.997	28.225	68.789
YKL214C	11	31082	31694	106.463	30.156	69.467
YKL213C	11	31960	34108	106.376	31.517	69.848
YKL212W	11	34543	36415	106.373	33.327	70.564
YKL211C	11	36699	38154	106.330	34.311	71.400
snR64	11	38811	38912	106.274	34.776	72.167
YKL210W	11	39163	42238	106.173	35.048	73.339
YKL209C	11	42423	46296	105.884	34.529	76.214
YKL208W	11	47157	47973	105.684	33.232	78.191
YKL207W	11	48194	48956	105.643	32.686	78.623
YKL206C	11	49006	49810	105.617	32.188	78.911
YKL205W	11	50051	53354	105.583	30.578	79.373
YKL204W	11	53704	55603	105.609	28.068	79.300
YKL203C	11	55935	63360	105.634	23.980	78.080
YKL202W	11	63821	64403	105.602	20.758	75.952
YKL201C	11	63930	67467	105.636	19.951	75.117
YKL198C	11	68273	70223	105.970	19.501	73.552
YKL197C	11	70738	73870	106.540	20.607	72.543
YKL196C	11	74936	75539	107.302	22.729	71.779
YKL195W	11	75825	77037	107.617	23.468	71.371
YKL194C	11	77262	78651	108.010	24.196	70.723
YKL193C	11	78870	79887	108.366	24.658	69.993
YKL192C	11	80164	80542	108.605	24.854	69.423
YKL191W	11	81039	82644	108.961	24.966	68.444
YKL190W	11	82951	83555	109.289	24.861	67.394
YKL189W	11	84708	85908	109.697	24.389	65.765
YKL188C	11	86229	88791	109.839	23.641	64.331
YKL187C	11	89288	91541	109.521	22.304	63.015
YKL186C	11	92748	93303	108.745	20.762	62.389
YKL185W	11	94503	96270	107.669	19.150	62.206
YKL184W	11	96761	98162	106.562	17.856	61.988
YKL183C	11	98399	98612	105.957	17.268	61.832
YKL183W	11	98725	99646	105.545	16.908	61.714
YKL182W	11	100675	106831	102.427	14.961	60.586
YKL181W	11	107320	108604	99.637	14.350	59.588
YKL180W	11	109273	110134	98.841	14.679	59.487
YKL179C	11	110468	112508	98.246	15.367	59.573
YKL178C	11	113219	114632	97.799	16.892	60.010
YKL177W	11	114360	114699	97.752	17.372	60.175
YKL176C	11	115504	117991	97.688	19.231	60.833
YKL175W	11	118797	120309	97.750	21.575	61.676
YKL174C	11	120384	122241	97.867	23.038	62.209
YKL173W	11	122521	125548	98.172	25.291	63.040
YKL172W	11	125763	127047	98.489	27.191	63.656
YKL171W	11	127479	130266	98.637	28.927	63.807
YKL170W	11	130638	131055	98.609	30.127	63.545
YKL169C	11	130689	131073	98.608	30.147	63.538
YKL168C	11	131292	133467	98.498	30.945	63.108
YKL167C	11	133725	134139	98.306	31.673	62.457
YKL166C	11	134513	135710	98.107	32.154	61.824
YKL165C	11	135794	136028	97.949	32.434	61.357
YKL165C	11	137936	140696	97.099	33.091	59.293
YKL164C	11	141798	142824	96.115	32.950	57.380
YKL163W	11	144405	145383	95.090	32.289	55.656
YKL162C	11	145926	146079	94.639	31.905	54.938
YKL162C	11	147634	148843	94.020	31.377	53.863
YKL161C	11	149390	150692	93.826	31.218	53.387
YKL160W	11	153273	153711	94.202	31.561	53.423
YKL159C	11	153820	154456	94.382	31.721	53.570
YKL157W	11	154995	158186	95.324	32.465	54.400
YKL156W	11	158618	159217	96.338	32.734	54.985
YKL156C	11	158979	159096	96.393	32.731	55.006
YKL155C	11	159460	161347	97.020	32.611	55.191
YKL154W	11	161605	162340	97.770	32.238	55.269
YKL153W	11	163604	164114	98.711	31.451	55.169
YKL152C	11	163646	164390	98.793	31.370	55.152
YKL151C	11	164921	165935	99.527	30.520	54.927
YKL150W	11	166548	167457	100.270	29.528	54.688
YKL149C	11	167616	168834	100.701	28.894	54.636
YKL148C	11	169211	171134	101.122	28.137	54.803
YKL147C	11	171555	172173	101.218	27.736	55.199
YKL146W	11	171787	173866	101.163	27.612	55.526
YKL145W	11	174217	175621	100.767	27.606	56.496
YKL145W	11	174962	175055	100.741	27.614	56.545
YKL144C	11	175847	176486	100.368	27.768	57.231
YKL143W	11	176785	178177	100.014	28.028	58.027
YKL142W	11	178519	179179	99.781	28.375	58.840
YKL141W	11	179671	180268	99.701	28.720	59.493
YKL140W	11	180783	182430	99.751	29.319	60.428
YKL139W	11	182962	184549	100.124	30.279	61.622
YKL138C	11	184807	185017	100.468	30.876	62.249
YKL138C	11	185290	185686	100.679	31.196	62.556
YKL137W	11	185961	186297	100.938	31.560	62.889
YKL136W	11	186420	186819	101.137	31.821	63.124
YKL135C	11	186464	188645	101.492	32.240	63.498
YKL134C	11	189128	191441	102.354	32.852	64.023
YKL133C	11	191677	193069	102.835	32.714	63.862
YKL132C	11	193572	194865	103.133	32.154	63.314
YKL131W	11	194476	194998	103.195	31.922	63.091
YKL130C	11	195286	196027	103.282	31.434	62.623
YKL129C	11	196347	200163	103.372	29.788	61.036
YKL128C	11	200527	201415	103.231	28.104	59.351
YKL127W	11	203184	204897	102.784	26.267	57.432
YKL126W	11	205350	207393	102.243	24.919	55.964
YKL125W	11	207890	209774	101.736	23.904	54.717
YKL124W	11	210236	211976	101.537	23.630	54.093
YKL123W	11	211686	212067	101.525	23.678	53.993
YKL122C	11	212138	212642	101.534	23.752	53.960
YKL121W	11	213785	216344	101.795	24.661	54.204
YKL120W	11	216987	217962	102.322	26.171	54.969
YKL119C	11	218213	218861	102.617	26.890	55.344
YKL118W	11	218769	219081	102.733	27.151	55.479
YKL117W	11	219967	220618	103.177	28.069	55.951
YKL116C	11	220987	222544	103.716	29.051	56.449
YKL115C	11	222536	222929	104.103	29.692	56.769
YKL114C	11	222995	224099	104.450	30.230	57.035
YKL113C	11	224370	225519	105.092	31.149	57.483
YKL112W	11	226213	228409	106.289	32.696	58.221
YKL111C	11	228107	228443	106.748	33.342	58.516
YKL110C	11	228582	229524	107.083	33.878	58.754
YKL109W	11	231870	233535	108.266	36.540	59.854
YKL108W	11	234069	235431	108.643	38.145	60.462
YKL107W	11	235784	236714	108.788	39.371	60.903
YKL106C	11	236790	236910	108.816	39.873	61.078
YKL106W	11	237179	238535	108.852	40.649	61.331
YKL105C	11	238828	242227	109.003	41.973	61.597
YKL104C	11	242863	245017	109.321	42.111	61.075
YKL103C	11	245781	247326	109.657	41.037	60.023
YKL102C	11	247705	248011	109.831	40.179	59.304
YKL101W	11	248563	253120	109.884	38.446	57.524
YKL100C	11	253340	255104	109.322	36.968	55.306
YKL100W	11	253802	253892	109.415	37.107	55.562
YKL099C	11	255363	256116	108.854	36.473	54.241
YKL098W	11	256413	257487	108.383	36.154	53.360
YKL097C	11	258146	258557	107.818	35.822	52.322
YKL096C	11	258716	258866	107.667	35.709	51.998
YKL096W	11	258896	259175	107.592	35.644	51.820
YKL096W	11	260775	261495	107.117	35.021	50.298
YKL095W	11	261920	262757	106.993	34.614	49.440
YKL094W	11	262992	263934	106.978	34.198	48.648
YKL093W	11	264432	265452	107.103	33.602	47.619
YKL092C	11	265788	269103	107.688	32.466	45.912
YKL091C	11	269361	270294	108.409	31.648	44.642
YKL090W	11	271521	272853	109.003	31.502	44.031
YKL089W	11	273037	274687	109.351	31.800	43.990
YKL088W	11	274926	276642	109.675	32.553	44.343
YKL087C	11	276832	277507	109.861	33.366	44.862
YKL086W	11	277924	278308	109.956	34.033	45.318
YKL085W	11	278766	279771	109.990	34.820	45.778
YKL084W	11	280152	280503	109.935	35.498	46.083
YKL083W	11	280564	281179	109.875	35.829	46.195
YKL082C	11	280668	281973	109.810	36.093	46.265
YKL081W	11	282534	284099	109.339	37.172	46.325
snR38	11	282828	282923	109.468	36.947	46.346
YKL080W	11	284673	285852	108.598	38.074	45.993
YKL079W	11	286246	288217	107.565	38.833	45.260
YKL078W	11	288488	290696	106.267	39.503	44.020
YKL077W	11	291096	292275	105.660	39.804	42.894
YKL076C	11	292481	292865	105.561	39.850	42.360
YKL075C	11	292599	293952	105.560	39.848	42.033
YKL074C	11	294253	295837	105.817	39.706	41.069
YKL073W	11	296073	298719	106.761	39.209	39.780
YKL072W	11	299225	301526	108.433	38.478	38.499
YKL071W	11	304757	305528	110.148	38.714	38.764
YKL070W	11	305854	306364	110.341	38.982	39.175
YKL069W	11	306928	307471	110.499	39.371	39.778
YKL068W	11	308849	309086	110.651	40.174	41.034
