Gene	Chromosome	Start	End
YEL024W	5	107259	107907
YEL023C	5	108503	110552
YEL022W	5	111420	115800
YEL021W	5	116166	116970
YEL020C	5	117182	117380
YEL020W	5	117210	117474
RPR1	5	117666	118035
YEL020C	5	118616	120299
YEL019C	5	120497	121301
YEL018C	5	121454	121988
YEL018W	5	121470	122310
YEL017C	5	122797	122929
YEL017W	5	123656	124670
YEL016C	5	124736	126218
YEL015W	5	126628	128284
YEL014C	5	128302	128608
YEL013W	5	128824	130561
YEL012W	5	131771	132551
YEL011W	5	133119	135234
YEL010W	5	136278	136629
YEL009C	5	136370	136778
YEL009C	5	138917	139763
YEL008W	5	140511	140892
YEL008C	5	140725	140818
YEL007W	5	141890	143891
YEL006W	5	144325	145333
YEL005C	5	145905	146754
YEL004W	5	146949	147978
YEL003W	5	148174	148598
YEL002C	5	148720	150013
YEL001C	5	150299	150977
YER001W	5	153518	155807
YER002W	5	156801	157497
YER003C	5	157734	159117
YER004W	5	159578	160274
YER005W	5	160548	162441
YER006W	5	162721	164284
YER006C	5	164342	164660
YER007W	5	164525	166082
YER007C	5	166235	166884
snR14	5	167425	167585
YER008C	5	167806	171817
YER009W	5	172113	172491
YER010C	5	172632	173337
YER011W	5	175246	176011
YER012W	5	177833	178430
YER013W	5	178839	182277
YER014W	5	182598	184218
YER014C	5	183729	184699
YER015W	5	184539	186774
YER016W	5	188275	189310
YER017C	5	189501	191787
YER018C	5	191957	192623
YER019W	5	192795	194229
YER019C	5	194271	194538
YER020W	5	195166	196516
YER021W	5	196946	198518
YER022W	5	198810	200874
YER023W	5	201074	201935
YER023C	5	201520	201733
YER024W	5	202190	204962
YER025W	5	205249	206833
YER026C	5	207642	208473
YER027C	5	208977	210231
YER028C	5	210690	211875
YER029C	5	212585	213176
YER030W	5	213435	213897
YER031C	5	214074	214746
YER032W	5	215061	217692
YER033C	5	218055	221286
YER034W	5	221844	222402
YER035W	5	222637	223075
YER036C	5	223365	225198
YER037W	5	225887	226853
YER038C	5	226856	228251
YER038W	5	228449	228830
YER039C	5	228454	229204
YER039C	5	229261	229480
YER040W	5	229793	231986
YER041W	5	232459	234739
YER042W	5	234935	235490
YER043C	5	235768	237118
YER044C	5	237568	238015
YER044C	5	238458	239773
YER045C	5	240030	241500
YER046W	5	243178	243610
YER046W	5	243698	244028
YER047C	5	243808	246502
YER048C	5	246980	248156
YER048W	5	250716	251001
YER049W	5	251726	253661
YER050C	5	253969	254386
YER051W	5	254654	256133
YER052C	5	256373	257957
YER053C	5	258735	259638
YER053C	5	260931	261045
YER054C	5	262050	263697
YER055C	5	264890	265784
YER056C	5	266510	268112
YER056C	5	269420	270183
YER057C	5	270734	271124
YER058W	5	271765	272089
YER059W	5	272621	273884
YER060W	5	274564	276151
YER060W	5	276569	278162
YER061C	5	278295	279624
YER062C	5	279927	280680
YER063W	5	281707	282364
YER064C	5	282702	284220
YER065C	5	285238	286912
YER066W	5	290239	290797
YER066C	5	291700	292201
YER067W	5	292063	292549
YER067C	5	292237	292561
YER068W	5	293047	294811
YER068C	5	295298	295730
YER069W	5	295407	297999
YER070W	5	298947	301614
YER071C	5	301944	302325
YER072W	5	302803	303193
YER073W	5	304026	305589
YER074W	5	306318	307192
YER074W	5	307648	308119
YER075C	5	308408	311195
YER076C	5	312585	313494
YER076W	5	313385	313733
YER077C	5	314529	316596
YER078C	5	316802	318338
YER078W	5	318641	318806
YER079W	5	318915	319548
YER079C	5	319897	320236
YER080W	5	319958	321842
SRG1	5	322207	322758
YER081W	5	322681	324091
YER082C	5	324267	325932
YER083C	5	326169	327027
YER084W	5	327060	327447
YER084W	5	327593	328106
YER085C	5	327614	328136
YER086W	5	328472	330203
YER087W	5	330571	332302
YER087C	5	331812	332364
YER087C	5	332577	332826
YER088C	5	333171	335184
YER088C	5	335691	336015
YER088W	5	335922	336069
YER089C	5	335941	337336
YER090W	5	337944	339468
YER090C	5	338317	338407
YER091C	5	339859	342163
YER091C	5	342385	342607
YER092W	5	342850	343228
YER093C	5	343315	347608
YER093C	5	347907	348396
YER094C	5	348724	349342
YER095W	5	349975	351178
YER096W	5	351693	353232
YER097W	5	355135	355465
YER098W	5	355461	357726
YER099C	5	358100	359057
YER100W	5	359557	360310
YER101C	5	360497	361790
YER102W	5	363095	363698
YER103W	5	364584	366513
YER104W	5	366797	367424
YER105C	5	367833	372009
YER106W	5	372321	373230
YER107C	5	373443	374541
YER107W	5	374389	374710
YER109C	5	375210	377610
YER110C	5	378757	382099
YER111C	5	382590	385872
YER112W	5	387227	387791
YER113C	5	387927	390048
YER114C	5	390585	393708
YER115C	5	394287	394863
YER116C	5	395343	396168
YER117W	5	396764	397649
YER118C	5	397947	399051
YER119C	5	399491	400838
YER119C	5	400862	401234
YER120W	5	401130	401865
YER121W	5	402370	402715
YER122C	5	402866	404348
YER123W	5	404808	406383
YER124C	5	407337	409059
YER125W	5	410184	412614
YER126C	5	413389	414175
YER127W	5	414476	415550
YER128W	5	415854	416466
YER129W	5	417276	420705
YER130C	5	421110	422442
YER131W	5	423947	424307
snR4	5	424693	424879
YER132C	5	425183	430445
snR52	5	431124	431216
YER133W	5	432490	433954
YER133W	5	437186	437528
YER134C	5	437262	437799
YER135C	5	437947	438340
YER136W	5	439611	440967
YER137C	5	441368	441815
YER137W	5	441570	441876
SCR1	5	441982	442504
YER138C	5	443751	449020
YER137C	5	447697	449020
YER138W	5	449469	449574
YER139C	5	450557	451238
YER140W	5	451559	453230
YER141W	5	453453	454914
YER142C	5	455140	456031
YER143W	5	456313	457600
YER144C	5	457800	460218
YER145C	5	460520	461735
YER145C	5	462380	462818
YER146W	5	462579	462861
YER147C	5	462962	464837
YER147C	5	465197	465608
YER148W	5	465297	466020
YER148W	5	466179	466758
YER149C	5	466202	467465
YER150W	5	468364	468811
YER151C	5	469680	472419
YER152C	5	472651	473983
YER152W	5	473479	474046
YER153C	5	474035	474800
YER154W	5	475014	476223
YER155C	5	476339	482843
YER156C	5	483319	484336
YER157W	5	484782	487188
YER158C	5	488851	490573
YER158W	5	491481	491697
YER159C	5	491524	491953
YER160C	5	492850	498119
YER159C	5	496796	498119
YER161C	5	499341	500343
YER162C	5	500624	502889
YER163C	5	503078	503777
YER164W	5	505386	509793
YER165W	5	510367	512101
YER165C	5	512621	512978
YER166W	5	512738	517454
YER167W	5	518210	520766
YER168C	5	521023	522664
YER169W	5	523363	525754
YER170W	5	525968	526646
YER171W	5	527076	529413
YER172C	5	529524	536016
YER172C	5	536269	536650
YER173W	5	536294	538274
YER174C	5	538428	539163
YER175C	5	539458	540358
YER175W	5	540644	540809
YER176W	5	541684	545050
YER177W	5	545605	546409
YER178W	5	546811	548074
YER179W	5	548415	549512
YER180C	5	549718	550522
YER180C	5	550859	551117
YER181C	5	551467	551791
YER182W	5	552519	553254
YER183C	5	553328	553964
YER184C	5	556290	558675
YER185W	5	559448	560360
YER186C	5	561699	562620
YER187W	5	566224	566650
YER188W	5	568034	568754
YER188C	5	569602	569902
YER189W	5	571149	571518
YER190W	5	571474	576520
YER190C	5	574798	575374
YER190C	5	575674	576157
YFL068W	6	52	535
YFL067W	6	835	1187
YFL066C	6	936	1829
YFL065C	6	3029	3338
YFL064C	6	3321	3846
YFL063W	6	5065	5521
YFL062W	6	6425	7565
YFL060C	6	9800	10523
YFL061W	6	9997	10722
YFL059W	6	11362	12259
YFL058W	6	12928	13951
YFL057C	6	14304	14763
YFL056C	6	14792	15431
YFL055W	6	17003	18680
YFL054C	6	20846	22787
YFL053W	6	23422	25198
YFL052W	6	28231	29629
YFL051C	6	30057	30540
YFL050C	6	33271	35848
YFL049W	6	36802	38674
YFL048C	6	38842	40180
YFL047W	6	40420	42565
YFL046W	6	42814	43438
YFL045C	6	43627	44392
YFL044C	6	44654	45560
YFL042C	6	45719	47744
YFL041W	6	48733	48925
YFL041W	6	49138	51007
YFL040W	6	51349	52972
YFL039C	6	53259	54695
YFL038C	6	55364	55985
YFL037W	6	56334	57708
RUF21	6	57813	58520
YFL036W	6	58780	62836
YFL034C	6	63014	63992
YFL034C	6	64241	64931
YFL034W	6	65474	68696
YFL033C	6	69112	74425
YFL032W	6	74869	75190
YFL031W	6	75176	76145
YFL031C	6	76011	76113
YFL030W	6	76828	77986
YFL029C	6	78052	79159
YFL028C	6	79341	80211
YFL027C	6	80416	81910
YFL026W	6	82577	83873
YFL025C	6	84142	87232
YFL024C	6	87844	90343
YFL023W	6	90983	93374
YFL022C	6	93496	95008
YFL021C	6	95758	96613
YFL021W	6	95963	97496
YFL020C	6	99224	99593
YFL019C	6	99745	100363
YFL018C	6	101621	103121
YFL017W	6	103692	103926
YFL017C	6	103976	104456
YFL016C	6	104694	106230
YFL015W	6	106408	106726
YFL015C	6	106462	106957
YFL014W	6	107249	107579
YFL013W	6	107792	108596
YFL013C	6	107845	109924
YFL012W	6	109803	110178
YFL012W	6	110640	111087
YFL011W	6	112338	113979
YFL010W	6	114983	115268
YFL010C	6	115101	115737
YFL009W	6	116138	118478
YFL008W	6	119423	123101
YFL007W	6	123473	129905
YFL005W	6	130328	130976
RUF20	6	131055	131498
YFL004W	6	131804	134291
YFL003C	6	134515	137152
YFL002W	6	138198	139515
YFL002W	6	138198	143512
YFL002C	6	145108	146929
YFL001W	6	147125	148454
YFR001W	6	149104	149719
YFR002W	6	150010	152530
YFR003C	6	152651	153119
YFR004W	6	153387	154308
YFR005C	6	154521	155868
YFR006W	6	156138	157746
YFR007W	6	159292	160354
YFR008W	6	160528	161194
YFR009W	6	162481	164740
YFR009W	6	163868	164126
YFR010W	6	165059	166559
YFR010W	6	166720	166909
YFR011C	6	166738	167251
YFR012W	6	167880	168489
YFR012W	6	169215	169302
YFR013W	6	169913	172277
YFR014C	6	172528	173869
YFR015C	6	174256	176383
YFR016C	6	177033	180735
YFR017C	6	182261	182849
YFR018C	6	183118	184210
YFR019W	6	184489	191326
YFR020W	6	192725	193424
YFR021W	6	194799	196302
YFR022W	6	196820	199022
RUF22	6	199286	199801
YFR023W	6	199861	201697
YFR024C	6	201947	203421
YFR025C	6	203730	204738
YFR026C	6	205735	206245
YFR027W	6	207439	208285
YFR028C	6	208400	210056
YFR029W	6	210924	212961
YFR030W	6	213299	216407
YFR031C	6	216581	220094
YFR031C	6	220494	221406
RUF23	6	221701	221955
YFR032C	6	222077	222947
YFR032C	6	223245	223425
YFR032C	6	223697	223961
YFR033C	6	224313	224757
YFR034C	6	225007	225946
YFR034W	6	226009	226297
YFR035C	6	226108	226453
YFR036W	6	226949	227324
YFR036W	6	227437	228088
YFR037C	6	227499	229173
YFR038W	6	229366	231928
YFR039C	6	231998	233531
YFR040W	6	234228	237237
YFR041C	6	237354	238242
YFR042W	6	238444	239047
YFR043C	6	239100	239814
YFR044C	6	239978	241424
YFR045W	6	241984	242986
YFR046C	6	243060	244146
YFR047C	6	244265	245153
YFR048W	6	246132	248121
YFR049W	6	248509	248881
YFR050C	6	249052	249853
YFR051C	6	250149	251790
YFR052W	6	252491	253316
YFR052C	6	253415	253721
YFR053C	6	253578	255036
YFR054C	6	258841	259420
YFR056C	6	263943	264312
YFR055W	6	264190	265213
YFR057W	6	269047	269503
YGL263W	7	2789	3932
YGL262W	7	5311	5839
YGL261C	7	6289	6652
YGL260W	7	6859	7090
YGL259W	7	8469	8967
YGL258W	7	9161	9395
YGL258W	7	11109	11730
YGL257C	7	12480	14157
YGL256W	7	15158	16307
YGL255W	7	20977	22108
YGL254W	7	22303	23203
YGL253W	7	23934	25395
YGL252C	7	25717	27484
YGL251C	7	27920	31636
YGL250W	7	31909	32635
YGL249W	7	33097	35212
YGL248W	7	35652	36762
YGL247W	7	36932	37526
YGL246C	7	37616	38780
YGL245W	7	39022	41149
YGL244W	7	41497	43174
YGL243W	7	43306	44509
YGL242C	7	44651	45197
YGL241W	7	45444	48459
YGL240W	7	48612	49365
YGL239C	7	49430	49745
YGL238W	7	49551	52434
YGL237C	7	52730	53528
YGL236C	7	53786	55796
YGL235W	7	55278	55815
YGL234W	7	56481	58890
YGL233W	7	59121	61854
YGL232W	7	62074	63002
YGL231C	7	63047	63620
YGL230C	7	63771	64215
YGL229C	7	64502	66959
YGL228W	7	67597	69331
YGL227W	7	69670	72547
YGL226C	7	72747	73157
YGL226W	7	73338	73710
YGL225W	7	76892	77906
YGL224C	7	78013	78856
YGL223C	7	79110	80364
YGL222C	7	80657	81185
YGL221C	7	81424	82291
YGL220W	7	82372	82735
YGL219C	7	82876	84256
YGL218W	7	83648	84299
YGL217C	7	84837	85179
YGL216W	7	84883	87301
YGL215W	7	87979	89338
YGL214W	7	90010	90499
YGL213C	7	90057	91251
YGL212W	7	91435	92386
YGL211W	7	92515	93595
YGL210W	7	93796	94465
YGL209W	7	95861	97010
YGL208W	7	97341	98589
YGL207W	7	98972	101044
YGL206C	7	102546	107508
YGL205W	7	108161	110408
YGL204C	7	111703	112009
YGL203C	7	112478	114668
YGL202W	7	116062	117565
YGL201C	7	117857	120911
YGL200C	7	122698	123310
YGL199C	7	123576	124047
YGL198W	7	123595	124303
YGL197W	7	124702	129166
YGL196W	7	129887	131174
YGL195W	7	131530	139549
YGL194C	7	139724	139967
YGL194C	7	140373	141732
YGL193C	7	141921	142233
YGL192W	7	142251	144054
YGL191W	7	144813	145203
YGL190C	7	145814	147395
YGL189C	7	148234	148594
YGL188C	7	148829	148970
YGL188C	7	149348	149522
YGL187C	7	149709	150177
YGL186C	7	151042	152782
YGL185C	7	153172	154312
YGL184C	7	154620	156018
YGL183C	7	156548	157291
YGL182C	7	157278	157602
YGL181W	7	157911	159102
YGL180W	7	160070	162764
YGL179C	7	163414	165097
YGL178W	7	167357	170577
YGL177W	7	167564	167912
YGL176C	7	171420	173085
YGL175C	7	173290	174328
YGL174W	7	174550	175351
YGL173C	7	175532	180119
YGL172W	7	180705	182124
YGL171W	7	182395	184090
YGL170C	7	184158	185400
YGL169W	7	186064	187345
YGL168W	7	187469	187802
YGL167C	7	187621	190474
YGL166W	7	191134	191812
YGL165C	7	191403	191982
YGL164C	7	191983	193306
YGL163C	7	193712	196409
YGL162W	7	198143	199043
YGL161C	7	199215	200148
YGL160W	7	200566	202279
YGL159W	7	202726	203839
YGL158W	7	207037	208576
YGL157W	7	209010	210054
YGL156W	7	210420	213672
YGL155W	7	214085	215216
YGL154C	7	215282	216101
YGL153W	7	216277	217303
YGL152C	7	216696	217374
YGL151W	7	217528	220927
YGL150C	7	221108	225578
YGL149W	7	225576	225882
YGL148W	7	226403	227534
YGL147C	7	227758	228334
YGL146C	7	228755	229691
YGL145W	7	230247	232353
YGL144C	7	232454	234512
YGL143C	7	234721	235963
YGL142C	7	236273	238124
YGL141W	7	238357	241090
YGL140C	7	241357	245017
YGL139W	7	245720	248129
YGL138C	7	248498	249536
YGL137W	7	249873	252743
YGL136C	7	252901	253864
YGL135W	7	254645	255299
YGL134W	7	255667	256969
YGL133W	7	257711	261506
YGL132W	7	261584	261920
YGL131C	7	261652	265864
YGL130W	7	266149	267529
YGL129C	7	267727	269194
YGL128C	7	269298	270150
YGL127C	7	270397	270781
YGL126W	7	271002	272145
YGL125W	7	272525	274328
YGL124C	7	274785	276720
YGL123W	7	277622	278387
YGL123C	7	277639	277870
YGL122C	7	278951	280529
YGL121C	7	280782	281163
YGL120C	7	281639	283943
YGL119W	7	284447	285953
YGL118C	7	288019	288457
YGL117W	7	288517	289315
YGL116W	7	289811	291644
YGL115W	7	292035	293004
YGL114W	7	293462	295640
YGL113W	7	295934	297941
YGL112C	7	298180	299731
YGL111W	7	299980	301372
YGL110C	7	301539	303414
YGL109W	7	303515	303839
YGL108C	7	303651	304074
YGL107C	7	304335	306276
YGL106W	7	306562	307012
YGL105W	7	307439	308570
YGL104C	7	308715	310176
YGL103W	7	310969	311930
YGL102C	7	311507	311936
YGL101W	7	312195	312843
YGL100W	7	313236	314286
YGL099W	7	314633	316556
snR82	7	316790	317058
YGL098W	7	317344	318082
YGL097W	7	321784	323233
YGL096W	7	325333	326164
YGL095C	7	328876	330610
YGL094C	7	331120	334468
YGL093W	7	334888	337642
YGL092W	7	337908	341862
YGL091C	7	342058	343045
YGL090W	7	343321	344587
YGL089C	7	344793	345156
YGL088W	7	345838	346204
snR10	7	345988	346233
YGL087C	7	346408	346907
YGL086W	7	347121	349371
YGL085W	7	349618	350443
YGL084C	7	350618	352301
YGL083W	7	353060	355475
YGL082W	7	355829	356975
YGL081W	7	357379	358342
YGL080W	7	358638	359031
YGL079W	7	359446	360103
YGL078C	7	360290	361862
YGL077C	7	362227	363919
YGL076C	7	364337	365999
snR39	7	365165	365254
snR39B	7	366376	366472
YGL075C	7	366927	368091
YGL074C	7	368598	368925
YGL073W	7	368755	371257
YGL072C	7	371005	371365
YGL071W	7	372014	374087
YGL070C	7	374461	374830
YGL069C	7	375052	375517
YGL068W	7	375089	375674
YGL067W	7	376103	377258
YGL066W	7	377611	379585
YGL065C	7	379762	381274
YGL064C	7	381525	383211
YGL063W	7	383656	384769
YGL063C	7	384504	384654
YGL062W	7	385198	388735
YGL061C	7	388970	389714
YGL060W	7	390069	391995
YGL059W	7	392227	393703
YGL058W	7	393991	394510
YGL057C	7	394971	395835
YGL056C	7	396040	397624
YGL055W	7	398630	400163
YGL054C	7	400873	401290
YGL053W	7	402591	403305
YGL052W	7	403439	403745
YGL051W	7	403689	404394
YGL050W	7	405778	406600
YGL049C	7	406862	409607
YGL048C	7	410071	411289
YGL047W	7	411554	412163
YGL045W	7	414105	415734
YGL044C	7	416149	417040
YGL043W	7	417486	418416
YGL042C	7	418291	418597
YGL041C	7	418708	418891
YGL041C	7	418916	419231
YGL041W	7	419046	419295
YGL040C	7	419532	420561
YGL039W	7	423966	425013
YGL038C	7	425367	426810
YGL037C	7	427302	427953
YGL036W	7	428605	431335
YGL035C	7	431552	433067
YGL034C	7	433218	433584
YGL033W	7	435629	436356
YGL032C	7	436574	436838
YGL031C	7	437471	437939
YGL030W	7	439095	439643
YGL029W	7	440067	440430
YGL028C	7	441285	442914
YGL027C	7	443646	446148
YGL026C	7	446416	448540
YGL025C	7	448768	449962
YGL024W	7	449792	450128
YGL023C	7	450201	452109
YGL022W	7	452408	454565
YGL021W	7	454789	457072
YGL020C	7	457167	457875
YGL019W	7	458160	458997
YGL018C	7	459114	459669
YGL017W	7	459858	461370
YGL016W	7	461670	464916
YGL015C	7	465047	465440
YGL014W	7	466145	468812
YGL014C	7	466241	466403
YGL013C	7	469096	472303
YGL012W	7	472859	474281
YGL011C	7	474493	475252
YGL010W	7	475549	476074
YGL009C	7	476317	478657
YGL008C	7	479914	482671
YGL007C	7	482945	483032
YGL007W	7	483264	483642
YGL006W	7	485427	485538
YGL006W	7	485924	489446
YGL005C	7	489711	490551
YGL004C	7	490706	491960
YGL003C	7	492477	494178
YGL002W	7	494520	495171
YGL001C	7	495456	496506
YGR001C	7	497136	498038
YGR002C	7	498479	499910
YGR003W	7	500135	502370
YGR004W	7	502941	504330
YGR005C	7	504660	505863
YGR006W	7	506073	506829
YGR007W	7	506972	507944
YGR008C	7	508113	508368
YGR009C	7	509050	511006
YGR010W	7	511548	512736
YGR011W	7	512500	512827
YGR012W	7	513162	514344
YGR013W	7	514557	516420
YGR014W	7	516946	520867
YGR015C	7	521093	522080
YGR016W	7	522264	522837
YGR017W	7	523790	524684
YGR018C	7	524368	524698
YGR019W	7	525232	526648
YGR020C	7	526976	527333
YGR021W	7	527635	528508
YGR022C	7	529260	529590
YGR023W	7	529267	530923
YGR024C	7	531886	532600
YGR025W	7	532642	532945
YGR026W	7	532988	533825
YGR027C	7	534135	534462
YGR027W	7	536060	541329
YGR027W	7	536060	537383
YGR028W	7	542206	543295
YGR029W	7	543556	544209
snR46	7	545373	545570
YGR030C	7	545684	546161
YGR031W	7	546444	547473
YGR031C	7	546812	547304
YGR032W	7	548267	553955
YGR033C	7	554251	554971
YGR034W	7	555815	556676
YGR035C	7	557075	557426
YGR035W	7	557568	557790
YGR036C	7	558152	558872
YGR037C	7	559734	559998
YGR038W	7	560685	561354
YGR038C	7	562202	567471
YGR038C	7	566148	567471
YGR039W	7	574891	575203
YGR040W	7	575401	576508
YGR041W	7	577490	579134
YGR042W	7	579479	580295
YGR043C	7	580438	581440
YGR044C	7	582993	583896
YGR045C	7	583937	584300
YGR046W	7	584898	586056
YGR047C	7	586395	589473
YGR048W	7	589829	590915
YGR049W	7	591317	591881
YGR050C	7	592089	592446
YGR051C	7	592909	593233
YGR052W	7	593599	594709
YGR053C	7	594989	595841
YGR054W	7	596696	598625
YGR055W	7	599420	601145
YGR056W	7	601664	604451
YGR057C	7	604776	605505
YGR058W	7	606139	607147
YGR059W	7	607566	609105
snR48	7	609587	609700
YGR060W	7	610567	611497
YGR061C	7	611892	615969
YGR062C	7	616331	617282
YGR063C	7	617519	617828
YGR064W	7	617624	617993
YGR065C	7	618080	619862
YGR066C	7	620924	621803
YGR067C	7	622405	624790
YGR068C	7	625327	627088
YGR068W	7	626297	626393
YGR069W	7	627086	627422
YGR070W	7	627809	631277
YGR071C	7	631484	634067
YGR072W	7	634307	635471
YGR073C	7	635618	635990
YGR074W	7	635715	636156
YGR075C	7	636150	636879
YGR076C	7	637107	637581
YGR077C	7	637747	639517
YGR078C	7	639775	640375
YGR079W	7	640723	641836
YGR080W	7	642013	643012
YGR081C	7	643151	643784
YGR082W	7	644047	644599
YGR083C	7	644863	646819
YGR084C	7	647126	648146
YGR085C	7	648386	648911
YGR086C	7	649601	650621
YGR087C	7	651293	652985
YGR088W	7	654637	656326
YGR089W	7	656963	659774
YGR090W	7	662361	666075
YGR091W	7	666344	667829
YGR092W	7	668192	669911
YGR093W	7	670391	671915
YGR094W	7	672189	675504
YGR095C	7	675674	676346
YGR096W	7	676624	677569
YGR097W	7	678698	682139
YGR098C	7	682569	687462
YGR099W	7	687902	689969
YGR100W	7	690248	693101
YGR101W	7	693366	694407
YGR102C	7	694587	695139
YGR103W	7	695420	697238
YGR104C	7	697448	698372
YGR105W	7	698602	698836
YGR106C	7	698992	699790
YGR107W	7	702670	703120
YGR108W	7	703639	705055
YGR109C	7	705362	706505
YGR109W	7	707613	712258
YGR109W	7	707613	708486
YGR110W	7	713712	715050
YGR111W	7	715831	717034
YGR112W	7	717361	718531
YGR113W	7	718896	719928
YGR114C	7	720268	720658
YGR115C	7	720375	721155
YGR116W	7	720412	724768
YGR117C	7	725052	726483
YGR118W	7	726977	727735
YGR119C	7	728050	729676
YGR120C	7	730037	730826
YGR121C	7	731453	732932
YGR121W	7	733416	733632
YGR122W	7	733939	735148
YGR122C	7	735634	735763
YGR123C	7	736666	738208
YGR124W	7	739948	741667
YGR125W	7	742329	745440
YGR126W	7	745839	746532
YGR127W	7	746802	747741
YGR128C	7	747954	750096
YGR129W	7	750404	751052
YGR130C	7	751398	753849
YGR131W	7	754730	755255
YGR132C	7	755593	756457
YGR133W	7	756900	757452
YGR134W	7	757774	761143
YGR135W	7	761396	762173
YGR136W	7	762432	763158
YGR137W	7	762892	763267
YGR138C	7	763766	765611
YGR139W	7	765730	766069
YGR140W	7	767433	770304
YGR141W	7	770573	771977
YGR142W	7	772458	773691
YGR143W	7	775197	777513
YGR144W	7	780403	781384
YGR145W	7	781771	783895
YGR146C	7	784227	784863
YGR146C	7	785280	785442
YGR147C	7	786058	786925
YGR148C	7	787316	787784
YGR149W	7	789035	790334
YGR150C	7	790463	793058
YGR151C	7	794659	794995
YGR152C	7	794678	795497
YGR153W	7	796096	796750
YGR154C	7	796802	797873
YGR155W	7	798547	800071
YGR156W	7	800550	801828
YGR157W	7	802444	805054
YGR158C	7	805273	806026
YGR159C	7	806416	807661
YGR160W	7	807077	807689
YGR161C	7	808633	809425
YGR161W	7	810231	810510
YGR161W	7	811742	813059
YGR161W	7	811742	817056
YGR161C	7	817751	823020
YGR161C	7	821697	823020
YGR162W	7	824063	826922
YGR163W	7	827556	828582
YGR164W	7	828629	828965
YGR165W	7	829120	830158
YGR166W	7	830519	832202
YGR167W	7	832460	833162
YGR168C	7	833356	834487
YGR169C	7	834693	835908
YGR169C	7	836391	836670
YGR170W	7	837146	840563
YGR171C	7	840828	842556
YGR172C	7	842849	843596
YGR173W	7	843858	844965
YGR174C	7	845897	846410
YGR174W	7	846659	846746
YGR175C	7	846937	848428
YGR176W	7	848724	849072
YGR177C	7	848833	850441
YGR178C	7	851051	853220
YGR179C	7	853679	854900
YGR180C	7	855268	856306
YGR181W	7	858291	858609
YGR182C	7	858555	858909
YGR183C	7	859067	859481
YGR184C	7	859905	865758
YGR185C	7	866340	867525
YGR186W	7	867778	869986
YGR187C	7	870236	871421
YGR188C	7	872048	875114
YGR189C	7	876673	878197
YGR190C	7	880300	880666
YGR191W	7	880424	882236
YGR192C	7	882816	883815
YGR193C	7	884513	885746
YGR194C	7	886077	887880
YGR195W	7	888886	889627
YGR196C	7	889737	892191
YGR197C	7	892501	894145
YGR198W	7	894697	897151
YGR199W	7	897506	899786
YGR200C	7	899908	902275
YGR201C	7	902524	903202
YGR202C	7	903478	904753
YGR203W	7	905241	905688
YGR204W	7	905938	908779
YGR204C	7	909065	909179
YGR205W	7	909217	910090
YGR206W	7	910436	910742
YGR207C	7	910847	911633
YGR208W	7	911887	912817
YGR209C	7	912917	913232
YGR210C	7	913507	914743
YGR211W	7	915245	916706
YGR212W	7	917044	918451
YGR213C	7	918516	919470
YGR214W	7	920579	921793
YGR215W	7	922179	922512
YGR216C	7	922637	924467
YGR217W	7	924698	930818
YGR218W	7	932543	935798
YGR219W	7	936037	936379
YGR220C	7	936076	936886
YGR221C	7	937126	938995
snR7	7	939461	939675
snR7	7	939496	939675
YGR222W	7	939925	940807
YGR223C	7	940871	942218
YGR224W	7	942808	944650
YGR225W	7	945147	947022
YGR226C	7	946794	947004
YGR227W	7	947422	949000
YGR228W	7	949367	949712
YGR229C	7	949384	950902
YGR230W	7	951896	952310
YGR231C	7	952550	953483
YGR232W	7	953962	954649
YGR233C	7	954676	958213
YGR234W	7	959907	961107
YGR235C	7	961363	962065
YGR236C	7	962533	962821
YGR237C	7	963302	965660
YGR238C	7	966043	968692
YGR239C	7	969191	970058
YGR240C	7	970775	973739
YGR240C	7	974581	974782
YGR241C	7	974879	976586
YGR242W	7	976419	976728
YGR243W	7	977340	977781
YGR244C	7	978040	979324
YGR245C	7	979769	982073
YGR246C	7	982486	984277
YGR247W	7	984970	985690
YGR248W	7	985976	986744
YGR249W	7	988053	989424
YGR250C	7	991180	993526
YGR251W	7	995643	996234
YGR252W	7	996873	998193
YGR253C	7	998362	999145
YGR254W	7	1000931	1002245
YGR255C	7	1002527	1003967
YGR256W	7	1004629	1006108
YGR257C	7	1006210	1007311
YGR258C	7	1007676	1010772
YGR259C	7	1012486	1012927
YGR260W	7	1012490	1014095
YGR261C	7	1014326	1016756
YGR262C	7	1016979	1017765
YGR263C	7	1017972	1019247
YGR264C	7	1019603	1021859
YGR265W	7	1021653	1022064
YGR266W	7	1022661	1024767
YGR267C	7	1025009	1025741
YGR268C	7	1026062	1026659
YGR269W	7	1026641	1026968
YGR270W	7	1027375	1031515
YGR270C	7	1027387	1027606
YGR271W	7	1031796	1037700
YGR271C	7	1037805	1038507
YGR273C	7	1038720	1039245
YGR274C	7	1039901	1043102
YGR275W	7	1043282	1043756
YGR276C	7	1043825	1045487
YGR277C	7	1045650	1046568
YGR278W	7	1046737	1048471
YGR279C	7	1048804	1049965
YGR280C	7	1050916	1051732
YGR281W	7	1052830	1057264
YGR282C	7	1057789	1058731
YGR283C	7	1059021	1060047
YGR284C	7	1060664	1061597
YGR285C	7	1061858	1063160
YGR286C	7	1063819	1064947
YGR287C	7	1067228	1068998
YGR288W	7	1070299	1071721
YGR289C	7	1073969	1075820
YGR290W	7	1075488	1075932
